八幡,6,6,244,N,place,*,*,*,*,八幡,*,*
八德,6,6,244,N,place,*,*,*,*,八德,*,*
八德市,6,6,244,N,place,*,*,*,*,八德市,*,*
八斗子,6,6,244,N,place,*,*,*,*,八斗子,*,*
八里,6,6,244,N,place,*,*,*,*,八里,*,*
巴米揚,6,6,518,N,place,*,*,*,*,巴米揚,*,*
巴達桑,6,6,518,N,place,*,*,*,*,巴達桑,*,*
巴東,6,6,518,N,place,*,*,*,*,巴東,*,*
巴塔哥尼亞高原,6,6,518,N,place,*,*,*,*,巴塔哥尼亞高原,*,*
巴拿馬地峽,6,6,518,N,place,*,*,*,*,巴拿馬地峽,*,*
巴勒斯坦,6,6,518,N,place,*,*,*,*,巴勒斯坦,*,*
巴黎盆地,6,6,518,N,place,*,*,*,*,巴黎盆地,*,*
巴力斯坦,6,6,518,N,place,*,*,*,*,巴力斯坦,*,*
巴西高原,6,6,518,N,place,*,*,*,*,巴西高原,*,*
霸上,6,6,518,N,place,*,*,*,*,霸上,*,*
波蘭走廊,6,6,518,N,place,*,*,*,*,波蘭走廊,*,*
波河平原,6,6,518,N,place,*,*,*,*,波河平原,*,*
波希米亞,6,6,518,N,place,*,*,*,*,波希米亞,*,*
伯陽,6,6,518,N,place,*,*,*,*,伯陽,*,*
郣,6,6,518,N,place,*,*,*,*,郣,*,*
博浪沙,6,6,518,N,place,*,*,*,*,博浪沙,*,*
亳,6,6,518,N,place,*,*,*,*,亳,*,*
播州,6,6,518,N,place,*,*,*,*,播州,*,*
白蘋洲,6,6,518,N,place,*,*,*,*,白蘋洲,*,*
白馬津,6,6,518,N,place,*,*,*,*,白馬津,*,*
白米甕,6,6,518,N,place,*,*,*,*,白米甕,*,*
白帝,6,6,518,N,place,*,*,*,*,白帝,*,*
白帝城,6,6,518,N,place,*,*,*,*,白帝城,*,*
白鹿洞,6,6,518,N,place,*,*,*,*,白鹿洞,*,*
白鷺洲,6,6,518,N,place,*,*,*,*,白鷺洲,*,*
白龍堆,6,6,518,N,place,*,*,*,*,白龍堆,*,*
白公堤,6,6,518,N,place,*,*,*,*,白公堤,*,*
白河,6,6,518,N,place,*,*,*,*,白河,*,*
白沙,6,6,518,N,place,*,*,*,*,白沙,*,*
白沙灣,6,6,518,N,place,*,*,*,*,白沙灣,*,*
百花洲,6,6,244,N,place,*,*,*,*,百花洲,*,*
拜普魯斯,6,6,518,N,place,*,*,*,*,拜普魯斯,*,*
碑林,6,6,518,N,place,*,*,*,*,碑林,*,*
碑嶺,6,6,518,N,place,*,*,*,*,碑嶺,*,*
北碚,6,6,518,N,place,*,*,*,*,北碚,*,*
北票,6,6,518,N,place,*,*,*,*,北票,*,*
北門,6,6,518,N,place,*,*,*,*,北門,*,*
北戴河,6,6,518,N,place,*,*,*,*,北戴河,*,*
北投,6,6,518,N,place,*,*,*,*,北投,*,*
北角,6,6,518,N,place,*,*,*,*,北角,*,*
北九州,6,6,518,N,place,*,*,*,*,北九州,*,*
北圻,6,6,518,N,place,*,*,*,*,北圻,*,*
北愛爾蘭,6,6,518,N,place,*,*,*,*,北愛爾蘭,*,*
保定府,6,6,518,N,place,*,*,*,*,保定府,*,*
保寧縣,6,6,518,N,place,*,*,*,*,保寧縣,*,*
寶慶,6,6,518,N,place,*,*,*,*,寶慶,*,*
阪泉,6,6,518,N,place,*,*,*,*,阪泉,*,*
板門店,6,6,518,N,place,*,*,*,*,板門店,*,*
玤,6,6,518,N,place,*,*,*,*,玤,*,*
祊,6,6,518,N,place,*,*,*,*,祊,*,*
邲,6,6,518,N,place,*,*,*,*,邲,*,*
費,6,6,518,N,place,*,*,*,*,費,*,*
鄪,6,6,518,N,place,*,*,*,*,鄪,*,*
卞,6,6,518,N,place,*,*,*,*,卞,*,*
汴梁,6,6,518,N,place,*,*,*,*,汴梁,*,*
汴京,6,6,518,N,place,*,*,*,*,汴京,*,*
汴州,6,6,518,N,place,*,*,*,*,汴州,*,*
邠州,6,6,518,N,place,*,*,*,*,邠州,*,*
并州,6,6,518,N,place,*,*,*,*,并州,*,*
邴,6,6,518,N,place,*,*,*,*,邴,*,*
布特哈,6,6,518,N,place,*,*,*,*,布特哈,*,*
布魯克林,6,6,518,N,place,*,*,*,*,布魯克林,*,*
布西縣,6,6,518,N,place,*,*,*,*,布西縣,*,*
布爾哥尼,6,6,518,N,place,*,*,*,*,布爾哥尼,*,*
帕米爾高原,6,6,518,N,place,*,*,*,*,帕米爾高原,*,*
帕耳美拉,6,6,518,N,place,*,*,*,*,帕耳美拉,*,*
鄱陽湖平原,6,6,518,N,place,*,*,*,*,鄱陽湖平原,*,*
繁臺,6,6,518,N,place,*,*,*,*,繁臺,*,*
邳,6,6,518,N,place,*,*,*,*,邳,*,*
沛國,6,6,518,N,place,*,*,*,*,沛國,*,*
沛縣,6,6,518,N,place,*,*,*,*,沛縣,*,*
佩斯坦,6,6,518,N,place,*,*,*,*,佩斯坦,*,*
槃橐城,6,6,518,N,place,*,*,*,*,槃橐城,*,*
盤谷,6,6,518,N,place,*,*,*,*,盤谷,*,*
滂江,6,6,518,N,place,*,*,*,*,滂江,*,*
彭,6,6,518,N,place,*,*,*,*,彭,*,*
彭巴草原,6,6,518,N,place,*,*,*,*,彭巴草原,*,*
彭郎磯,6,6,518,N,place,*,*,*,*,彭郎磯,*,*
澎浪磯,6,6,518,N,place,*,*,*,*,澎浪磯,*,*
貔子窩港,6,6,518,N,place,*,*,*,*,貔子窩港,*,*
埤,6,6,518,N,place,*,*,*,*,埤,*,*
郫縣,6,6,518,N,place,*,*,*,*,郫縣,*,*
駢,6,6,518,N,place,*,*,*,*,駢,*,*
平溪,6,6,518,N,place,*,*,*,*,平溪,*,*
平山堂,6,6,518,N,place,*,*,*,*,平山堂,*,*
平陽,6,6,518,N,place,*,*,*,*,平陽,*,*
坪,6,6,518,N,place,*,*,*,*,坪,*,*
坪林,6,6,518,N,place,*,*,*,*,坪林,*,*
蒲,6,6,518,N,place,*,*,*,*,蒲,*,*
