八哥,1,1,244,N,animal,*,*,*,*,八哥,*,*
八色鳥,1,1,244,N,animal,*,*,*,*,八色鳥,*,*
巴蛾,1,1,518,N,animal,*,*,*,*,巴蛾,*,*
鼥,1,1,518,N,animal,*,*,*,*,鼥,*,*
伯勞,1,1,518,N,animal,*,*,*,*,伯勞,*,*
伯勞鳥,1,1,518,N,animal,*,*,*,*,伯勞鳥,*,*
鵓鴿,1,1,518,N,animal,*,*,*,*,鵓鴿,*,*
鵓鴣,1,1,518,N,animal,*,*,*,*,鵓鴣,*,*
薄翅黃蝶,1,1,518,N,animal,*,*,*,*,薄翅黃蝶,*,*
鸔,1,1,518,N,animal,*,*,*,*,鸔,*,*
白背飛蝨,1,1,518,N,animal,*,*,*,*,白背飛蝨,*,*
白背浮塵子,1,1,518,N,animal,*,*,*,*,白背浮塵子,*,*
白鼻心,1,1,518,N,animal,*,*,*,*,白鼻心,*,*
白螞蟻,1,1,518,N,animal,*,*,*,*,白螞蟻,*,*
白眉鴃,1,1,518,N,animal,*,*,*,*,白眉鴃,*,*
白面鼯鼠,1,1,518,N,animal,*,*,*,*,白面鼯鼠,*,*
白粉蝶,1,1,518,N,animal,*,*,*,*,白粉蝶,*,*
白帶魚,1,1,518,N,animal,*,*,*,*,白帶魚,*,*
白頂鶴,1,1,518,N,animal,*,*,*,*,白頂鶴,*,*
白頭翁,1,1,518,N,animal,*,*,*,*,白頭翁,*,*
白條,1,1,518,N,animal,*,*,*,*,白條,*,*
白鰷,1,1,518,N,animal,*,*,*,*,白鰷,*,*
白蠟蟲,1,1,518,N,animal,*,*,*,*,白蠟蟲,*,*
白鰱,1,1,518,N,animal,*,*,*,*,白鰱,*,*
白蛉子,1,1,518,N,animal,*,*,*,*,白蛉子,*,*
白鷺,1,1,518,N,animal,*,*,*,*,白鷺,*,*
白鸛,1,1,518,N,animal,*,*,*,*,白鸛,*,*
白鶴,1,1,518,N,animal,*,*,*,*,白鶴,*,*
白狐,1,1,518,N,animal,*,*,*,*,白狐,*,*
白花蛇,1,1,518,N,animal,*,*,*,*,白花蛇,*,*
白鰭豚,1,1,518,N,animal,*,*,*,*,白鰭豚,*,*
白犀牛,1,1,518,N,animal,*,*,*,*,白犀牛,*,*
白鷳,1,1,518,N,animal,*,*,*,*,白鷳,*,*
白熊,1,1,518,N,animal,*,*,*,*,白熊,*,*
白鯧魚,1,1,518,N,animal,*,*,*,*,白鯧魚,*,*
白脣鹿,1,1,518,N,animal,*,*,*,*,白脣鹿,*,*
白沙,1,1,518,N,animal,*,*,*,*,白沙,*,*
